household_id,adult_id,job_cat,pro_contacts,company_id
903,2224,Services_other,315,38
903,2225,Shops_other,6,116
904,2226,,0,
904,2227,,0,
905,2228,Indus_other,70,5
905,2229,,0,
906,2230,,0,
906,2231,,0,
906,2232,Administration_schools,112,18
907,2233,Administration_schools,108,50
907,2234,,0,
907,2235,Administration_schools,26,57
908,2236,Construction,0,21
908,2237,,0,
909,2238,,0,
909,2239,Indus_food,41,9
909,2240,,0,
910,2241,Administration_schools,9,77
910,2242,,0,
911,2243,,0,
911,2244,Services_other,261,63
912,2245,,0,
912,2246,Indus_other,16,22
913,2247,Services_other,811,210
913,2248,Indus_other,58,31
914,2249,Services_other,447,141
914,2250,,0,
914,2251,Agriculture_fishing,2,63
914,2252,Agriculture_fishing,1,90
915,2253,Administration_schools,33,77
915,2254,,0,
915,2255,Services_other,549,245
916,2256,Shops_other,4,61
916,2257,Services_other,829,225
917,2258,,0,
917,2259,,0,
917,2260,,0,
918,2261,Services_other,1439,9
918,2262,,0,
919,2263,Administration_schools,103,52
919,2264,,0,
920,2265,,0,
920,2266,Health,145,2
920,2267,Services_other,690,147
920,2268,Indus_other,44,14
921,2269,,0,
921,2270,Agriculture_fishing,2,71
922,2271,,0,
922,2272,Transportation,1439,13
923,2273,Transportation,501,12
923,2274,,0,
924,2275,Transportation,318,17
924,2276,,0,
925,2277,Services_other,1159,143
925,2278,Administration_schools,31,36
925,2279,,0,
926,2280,Construction,3,48
926,2281,,0,
927,2282,Shops_other,15,62
927,2283,Indus_other,44,39
928,2284,,0,
928,2285,Indus_other,66,12
929,2286,Agriculture_fishing,1,81
929,2287,Administration_schools,139,67
929,2288,,0,
930,2289,,0,
930,2290,,0,
931,2291,Services_other,1285,151
931,2292,,0,
932,2293,Services_other,1093,76
932,2294,Administration_schools,57,18
933,2295,Shops_other,0,67
933,2296,Administration_schools,110,10
933,2297,,0,
933,2298,Shops_other,2,99
934,2299,Construction,1,2
934,2300,Indus_other,65,35
935,2301,Health,275,8
935,2302,Indus_other,55,21
935,2303,Indus_other,74,40
936,2304,Shops_other,7,123
936,2305,Administration_schools,112,38
936,2306,Indus_other,24,26
936,2307,Services_other,421,94
936,2308,,0,
937,2309,,0,
937,2310,,0,
938,2311,Transportation,425,2
938,2312,,0,
938,2313,,0,
939,2314,Services_other,648,179
939,2315,Transportation,187,12
940,2316,Services_other,1100,247
940,2317,Services_other,68,160
941,2318,,0,
941,2319,Construction,2,1
942,2320,Services_other,1310,133
942,2321,,0,
943,2322,,0,
943,2323,Administration_schools,47,55
944,2324,Administration_schools,92,45
944,2325,,0,
945,2326,Services_other,665,234
945,2327,Health,174,1
946,2328,Services_other,92,58
946,2329,Services_other,250,111
947,2330,Services_other,334,67
947,2331,Health,30,4
947,2332,Administration_schools,33,12
948,2333,Administration_schools,37,76
948,2334,Services_other,669,47
949,2335,,0,
949,2336,Indus_other,39,16
950,2337,,0,
950,2338,Shops_other,12,28
950,2339,Services_other,1036,126
951,2340,,0,
951,2341,Administration_schools,113,35
952,2342,Services_other,1020,80
952,2343,Administration_schools,60,27
952,2344,Construction,2,40
952,2345,Administration_schools,130,20
952,2346,Indus_other,60,11
952,2347,Indus_food,39,5
953,2348,,0,
953,2349,Indus_food,31,4
953,2350,,0,
954,2351,,0,
954,2352,,0,
954,2353,Services_other,845,44
955,2354,Health,241,6
955,2355,Administration_schools,50,37
955,2356,Health,240,2
955,2357,,0,
955,2358,,0,
956,2359,Transportation,638,17
956,2360,Services_other,1078,166
956,2361,Transportation,592,9
957,2362,Transportation,293,9
957,2363,Shops_other,9,102
957,2364,,0,
958,2365,,0,
958,2366,,0,
958,2367,Administration_schools,134,49
959,2368,Administration_schools,87,5
959,2369,,0,
959,2370,Indus_other,53,22
959,2371,Agriculture_fishing,2,1
960,2372,Services_other,579,73
960,2373,,0,
961,2374,,0,
961,2375,Indus_food,32,8
961,2376,Shops_other,6,73
961,2377,Health,188,2
961,2378,Shops_other,15,80
961,2379,Construction,2,21
962,2380,Administration_schools,51,45
962,2381,Indus_food,60,9
963,2382,,0,
963,2383,,0,
963,2384,Administration_schools,49,40
964,2385,Administration_schools,29,50
964,2386,Indus_other,63,21
964,2387,Hotel_Restaurant,142,16
965,2388,Shops_other,14,107
965,2389,,0,
966,2390,,0,
966,2391,Administration_schools,24,59
967,2392,,0,
967,2393,,0,
968,2394,Hotel_Restaurant,5,18
968,2395,Health,34,8
969,2396,Health,83,2
969,2397,Shops_other,10,52
970,2398,,0,
970,2399,,0,
971,2400,,0,
971,2401,Administration_schools,49,13
972,2402,,0,
972,2403,Shops_other,8,14
973,2404,Transportation,1414,18
973,2405,Services_other,563,189
974,2406,Indus_other,19,34
974,2407,Indus_other,43,32
975,2408,,0,
975,2409,,0,
976,2410,,0,
976,2411,Administration_schools,41,25
976,2412,,0,
977,2413,Services_other,316,247
977,2414,Shops_other,2,106
978,2415,,0,
978,2416,Administration_schools,63,29
979,2417,,0,
979,2418,Hotel_Restaurant,9,2
980,2419,,0,
980,2420,Construction,2,13
980,2421,,0,
980,2422,Administration_schools,142,36
981,2423,Services_other,888,211
981,2424,Services_other,1150,69
982,2425,,0,
982,2426,Transportation,419,8
983,2427,,0,
983,2428,,0,
984,2429,,0,
984,2430,Services_other,324,12
985,2431,Health,108,3
985,2432,Services_other,55,40
986,2433,,0,
986,2434,Services_other,475,16
986,2435,Hotel_Restaurant,139,26
986,2436,Indus_food,74,6
986,2437,Transportation,99,10
986,2438,Shops_other,3,52
987,2439,,0,
987,2440,,0,
988,2441,,0,
988,2442,Construction,1,28
988,2443,,0,
988,2444,Services_other,815,91
989,2445,Services_other,1193,158
989,2446,Services_other,168,240
989,2447,Administration_schools,62,43
989,2448,Health,189,3
990,2449,,0,
990,2450,,0,
991,2451,,0,
991,2452,Indus_food,63,7
992,2453,Indus_other,25,34
992,2454,Indus_other,46,17
992,2455,Services_other,383,110
993,2456,Services_other,664,190
993,2457,Construction,1,44
994,2458,Construction,2,40
994,2459,Indus_other,20,36
995,2460,Administration_schools,80,39
995,2461,Services_other,457,145
995,2462,Indus_other,21,7
995,2463,,0,
996,2464,,0,
996,2465,,0,
996,2466,Health,138,3
997,2467,,0,
997,2468,,0,
997,2469,,0,
998,2470,,0,
998,2471,Hotel_Restaurant,68,41
999,2472,,0,
999,2473,,0,
999,2474,Health,176,7
1000,2475,,0,
1000,2476,Shops_other,2,7
1000,2477,Indus_other,25,8
1001,2478,,0,
1001,2479,Services_other,590,91
1002,2480,Indus_other,40,25
1002,2481,Transportation,1248,8
1002,2482,Services_other,737,240
1003,2483,Services_other,196,188
1003,2484,,0,
1004,2485,,0,
1004,2486,Indus_other,54,20
1004,2487,,0,
1004,2488,Shops_other,12,103
1004,2489,Services_other,1261,72
1005,2490,Services_other,1221,44
1005,2491,Administration_schools,138,39
1006,2492,Administration_schools,52,72
1006,2493,Administration_schools,27,78
1007,2494,Administration_schools,117,17
1007,2495,,0,
1008,2496,Indus_other,74,5
1008,2497,Construction,2,13
1008,2498,Shops_other,8,43
1009,2499,Services_other,1290,221
1009,2500,Indus_food,18,8
1010,2501,Agriculture_fishing,2,39
1010,2502,Shops_other,10,20
1010,2503,,0,
1010,2504,,0,
1010,2505,Administration_schools,94,22
1011,2506,,0,
1011,2507,Administration_schools,116,64
1012,2508,,0,
1012,2509,,0,
1013,2510,,0,
1013,2511,Agriculture_fishing,3,33
1014,2512,Shops_other,3,85
1014,2513,Shops_other,14,100
1014,2514,,0,
1014,2515,,0,
1014,2516,Administration_schools,40,64
1014,2517,Administration_schools,68,36
1014,2518,Services_other,39,156
1014,2519,Administration_schools,63,17
1014,2520,Indus_other,58,1
1015,2521,,0,
1015,2522,,0,
1015,2523,Construction,3,36
1016,2524,Services_other,1485,58
1016,2525,Hotel_Restaurant,8,21
1016,2526,Services_other,750,30
1017,2527,Services_other,896,31
1017,2528,Administration_schools,34,79
1018,2529,Services_other,807,79
1018,2530,Indus_other,74,17
1018,2531,Services_other,712,137
1019,2532,,0,
1019,2533,,0,
1019,2534,Services_other,1068,69
1020,2535,,0,
1020,2536,Services_other,1319,174
1021,2537,Construction,3,21
1021,2538,Services_other,1115,17
1022,2539,Services_other,953,177
1022,2540,,0,
1023,2541,,0,
1023,2542,,0,
1024,2543,,0,
1024,2544,Administration_schools,66,2
1025,2545,Services_other,1107,13
1025,2546,,0,
1026,2547,,0,
1026,2548,,0,
1027,2549,Indus_other,48,35
1027,2550,Health,229,6
1028,2551,Indus_food,49,7
1028,2552,Shops_other,4,40
1029,2553,Transportation,722,16
1029,2554,Indus_other,38,34
1030,2555,Transportation,139,2
1030,2556,Shops_other,2,117
1031,2557,Services_other,1391,167
1031,2558,Administration_schools,83,71
1032,2559,Indus_other,48,31
1032,2560,Services_other,249,158
1033,2561,Transportation,1462,18
1033,2562,,0,
1034,2563,,0,
1034,2564,Administration_schools,87,75
1034,2565,Administration_schools,10,12
1034,2566,Agriculture_fishing,2,38
1035,2567,,0,
1035,2568,Administration_schools,8,77
1036,2569,Indus_other,34,37
1036,2570,,0,
1037,2571,Services_other,243,212
1037,2572,Administration_schools,108,72
1038,2573,,0,
1038,2574,,0,
1039,2575,Administration_schools,50,46
1039,2576,,0,
1040,2577,,0,
1040,2578,,0,
1040,2579,,0,
1040,2580,,0,
1041,2581,,0,
1041,2582,,0,
1041,2583,Indus_other,41,5
1042,2584,Services_other,481,39
1042,2585,Agriculture_fishing,3,93
1043,2586,Construction,1,0
1043,2587,Services_other,1265,162
1044,2588,Shops_other,12,7
1044,2589,,0,
1045,2590,Shops_other,2,92
1045,2591,Indus_other,27,16
1045,2592,,0,
1046,2593,,0,
1046,2594,Administration_schools,17,50
1047,2595,,0,
1047,2596,Transportation,839,16
1048,2597,,0,
1048,2598,Services_other,464,192
1048,2599,Services_other,1021,57
1049,2600,Indus_other,43,1
1049,2601,Transportation,372,4
1049,2602,,0,
1050,2603,Shops_other,8,12
1050,2604,,0,
1051,2605,Construction,3,10
1051,2606,Administration_schools,102,49
1052,2607,Shops_market_food,1,20
1052,2608,Administration_schools,119,37
1053,2609,Administration_schools,78,17
1053,2610,,0,
1054,2611,,0,
1054,2612,Health,9,2
1055,2613,Administration_schools,133,30
1055,2614,,0,
1055,2615,,0,
1056,2616,,0,
1056,2617,Indus_food,66,2
1056,2618,Construction,2,22
1056,2619,Transportation,820,16
1057,2620,Indus_food,65,7
1057,2621,Services_other,835,49
1057,2622,Health,206,6
1057,2623,Indus_other,33,13
1058,2624,Services_other,596,216
1058,2625,,0,
1058,2626,,0,
1059,2627,,0,
1059,2628,Administration_schools,36,0
1059,2629,Indus_other,50,33
1059,2630,,0,
1060,2631,Shops_other,5,49
1060,2632,Indus_food,24,0
1061,2633,,0,
1061,2634,,0,
1062,2635,,0,
1062,2636,Construction,1,40
1063,2637,,0,
1063,2638,,0,
1063,2639,,0,
1064,2640,,0,
1064,2641,Administration_schools,80,28
1065,2642,Services_other,304,58
1065,2643,,0,
1066,2644,Transportation,907,15
1066,2645,Health,115,7
1066,2646,Health,187,4
1067,2647,Shops_other,1,19
1067,2648,,0,
1067,2649,Agriculture_fishing,1,89
1067,2650,,0,
1067,2651,Services_other,908,132
1068,2652,,0,
1068,2653,,0,
1068,2654,,0,
1068,2655,Services_other,261,177
1069,2656,,0,
1069,2657,Administration_schools,142,61
1070,2658,Services_other,540,156
1070,2659,Construction,1,44
1071,2660,Indus_food,64,2
1071,2661,,0,
1072,2662,,0,
1072,2663,Indus_other,72,7
1073,2664,Administration_schools,58,1
1073,2665,Shops_other,11,36
1074,2666,Health,58,8
1074,2667,Health,261,0
1074,2668,,0,
1075,2669,,0,
1075,2670,,0,
1075,2671,,0,
1075,2672,Hotel_Restaurant,90,38
1075,2673,Services_other,247,211
1075,2674,,0,
1076,2675,Administration_schools,104,16
1076,2676,,0,
1077,2677,Services_other,1094,21
1077,2678,Health,247,4
1078,2679,Shops_other,8,68
1078,2680,Services_other,83,113
1079,2681,,0,
1079,2682,,0,
1080,2683,Indus_other,38,30
1080,2684,Shops_other,12,89
1081,2685,,0,
1081,2686,Construction,2,69
1081,2687,Health,119,6
1082,2688,Health,242,1
1082,2689,Administration_schools,14,48
1083,2690,Health,116,4
1083,2691,Construction,1,69
1083,2692,Indus_food,16,4
1084,2693,,0,
1084,2694,Shops_other,8,68
1085,2695,Services_other,829,188
1085,2696,,0,
1086,2697,,0,
1086,2698,,0,
1087,2699,Services_other,1317,250
1087,2700,Administration_schools,35,80
1087,2701,Construction,1,40
1087,2702,,0,
1088,2703,Shops_other,2,34
1088,2704,Services_other,998,155
1088,2705,Shops_other,0,18
1089,2706,,0,
1089,2707,Administration_schools,85,11
1089,2708,Administration_schools,122,55
1090,2709,,0,
1090,2710,,0,
1091,2711,,0,
1091,2712,Shops_other,5,86
1091,2713,Health,242,7
1092,2714,Construction,3,23
1092,2715,Services_other,1136,212
1093,2716,Administration_schools,17,6
1093,2717,Services_other,1186,240
1094,2718,Administration_schools,39,60
1094,2719,,0,
1095,2720,Construction,2,28
1095,2721,Services_other,891,123
1096,2722,,0,
1096,2723,Administration_schools,49,14
1097,2724,Shops_other,9,88
1097,2725,,0,
1098,2726,Construction,1,57
1098,2727,Services_other,691,249
1099,2728,,0,
1099,2729,,0,
1099,2730,,0,
1099,2731,,0,
1099,2732,Shops_other,12,36
1099,2733,Services_other,1180,92
1100,2734,Health,102,1
1100,2735,Services_other,261,99
1101,2736,,0,
1101,2737,,0,
1102,2738,Administration_schools,103,77
1102,2739,Construction,1,13
1103,2740,Indus_other,16,30
1103,2741,Administration_schools,106,16
1103,2742,,0,
1104,2743,Indus_food,38,0
1104,2744,,0,
1104,2745,Services_other,679,179
1104,2746,,0,
1105,2747,Health,206,7
1105,2748,Agriculture_fishing,1,26
1106,2749,,0,
1106,2750,,0,
1106,2751,,0,
1107,2752,Shops_other,14,113
1107,2753,Transportation,654,8
1108,2754,Services_other,266,210
1108,2755,Indus_other,31,8
1108,2756,Administration_schools,150,62
1109,2757,,0,
1109,2758,Indus_other,54,36
1110,2759,Administration_schools,67,60
1110,2760,Administration_schools,137,62
1110,2761,Services_other,82,123
1111,2762,Shops_other,6,120
1111,2763,Shops_other,13,34
1112,2764,,0,
1112,2765,Transportation,605,20
1113,2766,Construction,1,29
1113,2767,Services_other,1230,107
1113,2768,,0,
1114,2769,Health,54,4
1114,2770,Shops_other,14,41
1115,2771,Shops_other,3,71
1115,2772,Shops_other,12,50
1115,2773,Shops_other,5,52
1115,2774,,0,
1116,2775,,0,
1116,2776,Services_other,1234,180
1116,2777,Services_other,1350,27
1117,2778,Administration_schools,136,15
1117,2779,Services_other,1498,176
1118,2780,Services_other,1086,158
1118,2781,Shops_other,2,62
1119,2782,Administration_schools,58,34
1119,2783,Services_other,966,56
1120,2784,Administration_schools,7,18
1120,2785,Administration_schools,80,57
1121,2786,Shops_other,4,28
1121,2787,Administration_schools,25,39
1121,2788,,0,
1122,2789,Indus_other,70,11
1122,2790,Services_other,1462,191
1123,2791,Indus_other,43,27
1123,2792,Construction,1,7
1124,2793,Services_other,916,248
1124,2794,,0,
1125,2795,,0,
1125,2796,Construction,1,9
1126,2797,,0,
1126,2798,Construction,2,60
1126,2799,Health,252,1
1127,2800,Health,128,3
1127,2801,,0,
1128,2802,,0,
1128,2803,Services_other,979,159
1129,2804,Services_other,957,84
1129,2805,Shops_other,10,98
1129,2806,Administration_schools,115,45
1130,2807,,0,
1130,2808,Health,295,5
1130,2809,Administration_schools,86,61
1131,2810,Services_other,1476,226
1131,2811,,0,
1132,2812,Services_other,163,234
1132,2813,Administration_schools,134,75
1132,2814,Services_other,851,89
1133,2815,Health,141,4
1133,2816,,0,
1134,2817,Indus_other,33,20
1134,2818,,0,
1135,2819,Administration_schools,137,42
1135,2820,,0,
1136,2821,Shops_other,11,64
1136,2822,Services_other,693,105
1136,2823,Transportation,1073,20
1137,2824,,0,
1137,2825,Administration_schools,118,39
1138,2826,Services_other,269,93
1138,2827,,0,
1138,2828,Shops_other,12,111
1139,2829,Indus_other,37,6
1139,2830,Administration_schools,149,42
1139,2831,Administration_schools,46,65
1139,2832,Indus_other,57,25
1140,2833,Indus_other,59,40
1140,2834,,0,
1141,2835,Construction,3,19
1141,2836,Transportation,844,11
1142,2837,Services_other,305,84
1142,2838,,0,
1143,2839,,0,
1143,2840,Administration_schools,140,18
1144,2841,Services_other,1346,222
1144,2842,Administration_schools,96,16
1144,2843,Administration_schools,104,6
1145,2844,,0,
1145,2845,Indus_other,38,9
1145,2846,,0,
1146,2847,Transportation,1064,1
1146,2848,Services_other,758,72
1147,2849,,0,
1147,2850,Services_other,944,51
1148,2851,Shops_other,9,9
1148,2852,Indus_food,70,1
1149,2853,,0,
1149,2854,Services_other,1243,183
1150,2855,Transportation,24,15
1150,2856,Health,72,4
1151,2857,Health,76,3
1151,2858,,0,
1152,2859,Administration_schools,35,74
1152,2860,Administration_schools,71,26
1153,2861,,0,
1153,2862,,0,
1154,2863,,0,
1154,2864,Indus_other,72,30
1155,2865,,0,
1155,2866,Administration_schools,60,7
1156,2867,,0,
1156,2868,,0,
1157,2869,,0,
1157,2870,,0,
1158,2871,Administration_schools,105,65
1158,2872,,0,
1159,2873,,0,
1159,2874,Services_other,48,242
1160,2875,Indus_other,58,15
1160,2876,,0,
1161,2877,Indus_other,34,32
1161,2878,Transportation,198,17
1162,2879,,0,
1162,2880,Indus_other,38,34
1162,2881,,0,
1163,2882,Services_other,450,120
1163,2883,Shops_other,8,123
1164,2884,Shops_other,8,65
1164,2885,Administration_schools,113,36
1164,2886,,0,
1164,2887,Construction,1,36
1165,2888,,0,
1165,2889,Agriculture_fishing,2,55
1166,2890,Administration_schools,124,31
1166,2891,Shops_other,14,116
1167,2892,Administration_schools,64,60
1167,2893,Indus_food,29,0
1168,2894,Health,48,0
1168,2895,Shops_other,4,108
1169,2896,Indus_other,34,3
1169,2897,Health,267,6
1170,2898,Services_other,710,59
1170,2899,Health,128,4
1171,2900,,0,
1171,2901,Indus_other,47,16
1171,2902,Administration_schools,74,67
1172,2903,,0,
1172,2904,Health,215,8
1173,2905,Health,43,7
1173,2906,Administration_schools,148,46
1174,2907,,0,
1174,2908,Construction,1,6
1175,2909,,0,
1175,2910,,0,
1175,2911,Administration_schools,42,8
1176,2912,Services_other,1001,215
1176,2913,Transportation,163,16
1177,2914,,0,
1177,2915,,0,
1178,2916,,0,
1178,2917,Shops_other,14,43
1178,2918,,0,
1179,2919,Services_other,1060,226
1179,2920,,0,
1179,2921,Services_other,1374,7
1180,2922,Construction,2,28
1180,2923,Health,22,3
1181,2924,,0,
1181,2925,,0,
1182,2926,,0,
1182,2927,,0,
1183,2928,Health,236,1
1183,2929,,0,
1183,2930,,0,
1184,2931,,0,
1184,2932,,0,
1184,2933,,0,
1185,2934,Indus_food,34,8
1185,2935,Transportation,366,9
1185,2936,,0,
1185,2937,,0,
1185,2938,,0,
1186,2939,Construction,3,71
1186,2940,,0,
1186,2941,Services_other,139,140
1186,2942,,0,
1187,2943,Services_other,399,172
1187,2944,Health,140,0
1188,2945,,0,
1188,2946,Transportation,1056,13
1188,2947,Services_other,1326,189
1188,2948,Shops_other,13,77
1188,2949,Administration_schools,149,42
1188,2950,,0,
1189,2951,Administration_schools,134,48
1189,2952,,0,
1190,2953,Administration_schools,130,46
1190,2954,Indus_other,31,35
1191,2955,,0,
1191,2956,Shops_other,2,42
1192,2957,,0,
1192,2958,Services_other,139,161
1193,2959,,0,
1193,2960,Health,92,7
1193,2961,Indus_other,47,1
1194,2962,Indus_other,17,6
1194,2963,Services_other,866,114
1195,2964,Indus_food,63,9
1195,2965,,0,
1196,2966,Services_other,1267,133
1196,2967,,0,
1197,2968,Shops_other,1,122
1197,2969,Services_other,574,201
1198,2970,,0,
1198,2971,,0,
1199,2972,Health,197,5
1199,2973,,0,
1200,2974,Indus_food,61,4
1200,2975,Administration_schools,47,17
1201,2976,,0,
1201,2977,,0,
1201,2978,Agriculture_fishing,1,42
1201,2979,Transportation,1003,20
1202,2980,,0,
1202,2981,,0,
1203,2982,Health,275,7
1203,2983,Health,117,6
1204,2984,Services_other,368,37
1204,2985,Transportation,1091,16
1205,2986,,0,
1205,2987,,0,
1206,2988,Administration_schools,140,60
1206,2989,Construction,2,26
1207,2990,Transportation,902,8
1207,2991,Administration_schools,95,41
1208,2992,,0,
1208,2993,Hotel_Restaurant,7,4
1209,2994,,0,
1209,2995,Administration_schools,69,31
1209,2996,,0,
1210,2997,,0,
1210,2998,Transportation,1198,1
1210,2999,,0,
1210,3000,Services_other,1239,22
1210,3001,,0,
1211,3002,Hotel_Restaurant,68,18
1211,3003,Hotel_Restaurant,86,13
1212,3004,,0,
1212,3005,Administration_schools,57,24
1213,3006,Hotel_Restaurant,36,10
1213,3007,Construction,2,12
1214,3008,,0,
1214,3009,Administration_schools,118,58
1215,3010,Health,274,3
1215,3011,Health,31,5
1216,3012,Services_other,1094,196
1216,3013,,0,
1216,3014,Services_other,1275,234
1216,3015,,0,
1217,3016,,0,
1217,3017,Services_other,1429,52
1218,3018,Administration_schools,34,55
1218,3019,Hotel_Restaurant,145,9
1218,3020,Construction,1,52
1219,3021,Hotel_Restaurant,55,27
1219,3022,,0,
1220,3023,Construction,0,2
1220,3024,Administration_schools,133,49
1221,3025,Services_other,822,141
1221,3026,,0,
1222,3027,Administration_schools,136,51
1222,3028,Health,84,1
1222,3029,Services_other,577,11
1223,3030,Health,237,3
1223,3031,,0,
1223,3032,Administration_schools,39,26
1224,3033,Services_other,1215,91
1224,3034,Construction,2,4
1225,3035,Construction,2,65
1225,3036,,0,
1226,3037,Shops_other,2,39
1226,3038,,0,
1227,3039,Services_other,1429,110
1227,3040,,0,
1227,3041,,0,
1228,3042,,0,
1228,3043,Shops_other,13,22
1229,3044,Services_other,872,14
1229,3045,Transportation,12,19
1230,3046,Hotel_Restaurant,27,21
1230,3047,Administration_schools,138,49
1230,3048,,0,
1230,3049,Administration_schools,62,51
1231,3050,,0,
1231,3051,,0,
1232,3052,Transportation,593,8
1232,3053,Administration_schools,93,13
1233,3054,Services_other,1394,2
1233,3055,Administration_schools,114,3
1234,3056,Construction,1,27
1234,3057,Transportation,28,17
1235,3058,Administration_schools,18,40
1235,3059,,0,
1235,3060,,0,
1236,3061,Transportation,452,20
1236,3062,,0,
1236,3063,Health,79,6
1237,3064,Indus_other,22,18
1237,3065,Health,136,3
1238,3066,Services_other,266,33
1238,3067,Services_other,1497,59
1239,3068,,0,
1239,3069,Shops_other,9,0
1239,3070,,0,
1240,3071,Administration_schools,117,1
1240,3072,Shops_other,14,96
1241,3073,,0,
1241,3074,Services_other,655,158
1241,3075,,0,
1242,3076,,0,
1242,3077,,0,
1242,3078,Services_other,539,222
1242,3079,Services_other,1127,227
1243,3080,,0,
1243,3081,Services_other,540,185
1243,3082,Construction,2,23
1243,3083,,0,
1244,3084,Indus_other,42,16
1244,3085,Hotel_Restaurant,40,32
1245,3086,Administration_schools,142,16
1245,3087,Construction,3,39
1245,3088,Services_other,408,183
1246,3089,,0,
1246,3090,Construction,1,49
1247,3091,,0,
1247,3092,Administration_schools,9,62
1247,3093,,0,
1248,3094,Indus_other,69,27
1248,3095,Administration_schools,129,35
1249,3096,,0,
1249,3097,,0,
1250,3098,Administration_schools,95,34
1250,3099,Shops_market_food,1,9
1250,3100,,0,
1251,3101,,0,
1251,3102,,0,
1252,3103,,0,
1252,3104,Shops_other,12,63
1253,3105,Services_other,1042,86
1253,3106,,0,
1254,3107,,0,
1254,3108,Hotel_Restaurant,20,45
1255,3109,Indus_other,21,3
1255,3110,Construction,2,32
1256,3111,,0,
1256,3112,Services_other,196,164
1256,3113,Construction,1,42
1257,3114,,0,
1257,3115,Administration_schools,26,49
1258,3116,,0,
1258,3117,Services_other,837,199
1259,3118,Agriculture_fishing,2,22
1259,3119,Services_other,1266,177
1259,3120,Agriculture_fishing,2,55
1260,3121,Services_other,1146,18
1260,3122,Indus_other,23,1
1261,3123,Services_other,920,74
1261,3124,Indus_food,49,2
1262,3125,Agriculture_fishing,1,28
1262,3126,,0,
1262,3127,,0,
1263,3128,Services_other,490,97
1263,3129,Administration_schools,69,65
1264,3130,Indus_other,31,22
1264,3131,Administration_schools,148,11
1264,3132,Services_other,1252,197
1265,3133,Shops_other,7,112
1265,3134,,0,
1265,3135,Shops_other,14,104
1266,3136,Administration_schools,117,30
1266,3137,Transportation,610,13
1267,3138,Administration_schools,69,37
1267,3139,Services_other,155,205
1267,3140,,0,
1267,3141,Indus_other,43,5
1268,3142,Administration_schools,16,72
1268,3143,Indus_other,66,40
1269,3144,Transportation,1451,0
1269,3145,Services_other,858,163
1270,3146,Agriculture_fishing,1,95
1270,3147,Shops_other,10,86
1271,3148,Shops_other,12,37
1271,3149,Indus_other,74,20
1272,3150,Services_other,1082,65
1272,3151,Construction,2,43
1272,3152,,0,
1272,3153,Shops_other,14,54
1272,3154,Indus_other,58,27
1273,3155,Administration_schools,87,10
1273,3156,Construction,1,66
1274,3157,,0,
1274,3158,Administration_schools,113,9
1275,3159,Services_other,964,195
1275,3160,Administration_schools,10,33
1276,3161,Hotel_Restaurant,143,31
1276,3162,,0,
1277,3163,,0,
1277,3164,Services_other,279,155
1278,3165,,0,
1278,3166,Agriculture_fishing,3,77
1279,3167,,0,
1279,3168,Health,155,4
1279,3169,Hotel_Restaurant,67,44
1279,3170,,0,
1280,3171,Shops_other,5,85
1280,3172,Shops_other,7,69
1280,3173,Agriculture_fishing,3,59
1281,3174,Services_other,409,42
1281,3175,Services_other,550,59
1282,3176,Indus_food,16,7
1282,3177,Transportation,1158,1
1283,3178,Indus_other,24,17
1283,3179,Hotel_Restaurant,99,44
1284,3180,Health,266,6
1284,3181,,0,
1284,3182,Health,213,2
1285,3183,,0,
1285,3184,Services_other,1371,178
1286,3185,Services_other,1255,67
1286,3186,,0,
1287,3187,,0,
1287,3188,Administration_schools,11,69
1288,3189,,0,
1288,3190,Services_other,768,61
1289,3191,,0,
1289,3192,,0,
1290,3193,Health,55,1
1290,3194,Shops_other,2,31
1290,3195,Services_other,1421,190
1290,3196,,0,
1291,3197,,0,
1291,3198,Administration_schools,28,23
1292,3199,,0,
1292,3200,Shops_other,11,62
1293,3201,Services_other,1162,154
1293,3202,Administration_schools,122,71
1294,3203,Indus_other,66,11
1294,3204,,0,
1294,3205,Shops_other,15,104
1294,3206,Shops_other,5,67
1295,3207,Administration_schools,53,65
1295,3208,Shops_other,2,4
1295,3209,Shops_other,8,43
1296,3210,Services_other,889,206
1296,3211,,0,
1296,3212,Indus_other,67,33
1297,3213,Services_other,733,212
1297,3214,Administration_schools,133,59
1297,3215,Health,298,1
1298,3216,,0,
1298,3217,,0,
1298,3218,Administration_schools,52,17
1299,3219,,0,
1299,3220,,0,
1299,3221,Construction,3,76
1300,3222,Indus_other,67,30
1300,3223,Transportation,274,4
1301,3224,Shops_other,7,68
1301,3225,Services_other,229,221
1302,3226,Construction,2,83
1302,3227,Health,292,2
1302,3228,,0,
1302,3229,,0,
1303,3230,Services_other,475,161
1303,3231,Agriculture_fishing,2,89
1303,3232,,0,
1304,3233,Administration_schools,127,61
1304,3234,,0,
1305,3235,Hotel_Restaurant,38,27
1305,3236,Services_other,1349,16
1306,3237,,0,
1306,3238,Services_other,833,155
1307,3239,,0,
1307,3240,Health,126,7
1308,3241,Transportation,33,4
1308,3242,Shops_other,14,71
1308,3243,Services_other,1386,228
1309,3244,Services_other,587,46
1309,3245,Administration_schools,128,30
1309,3246,,0,
1309,3247,Administration_schools,19,79
1309,3248,Services_other,1084,212
1310,3249,,0,
1310,3250,Health,208,6
1310,3251,Hotel_Restaurant,133,34
1311,3252,,0,
1311,3253,Administration_schools,18,60
1312,3254,,0,
